4.90	95.1	-0.33	827.9	76	3.3
4.30	97.2	-0.22	827.4	77	2.6
4.60	98.5	-0.09	827.0	76	1.3
4.90	97.5	-0.74	827.9	78	1.2
5.30	98.3	-0.44	827.9	78	2.5
5.60	103.4	-0.06	827.9	77	3.3
5.20	103.0	0.44	827.9	75	1.5
5.40	97.7	0.32	827.9	75	1.0
5.70	97.5	0.00	827.9	76	3.0
5.80	97.3	-0.21	827.9	77	2.7
5.80	95.2	-1.02	827.9	79	1.0
5.70	88.5	-0.34	827.9	78	1.2
5.80	91.0	-0.49	827.9	78	0.9
5.90	94.2	-1.63	827.9	81	0.2
6.10	96.6	-1.32	827.9	82	0.3
6.10	97.5	-0.02	827.9	76	0.4
5.80	97.3	-0.03	827.9	76	0.1
4.50	116.6	0.52	827.9	68	0.6
4.90	119.8	-0.59	827.9	73	2.7
5.00	121.3	-0.71	828.2	77	6.0
4.70	132.4	-0.02	829.0	73	8.2
4.60	131.1	0.12	829.0	73	9.2
4.50	115.6	-0.10	829.0	75	11.4
4.70	124.6	-0.26	829.0	79	14.0
4.60	133.0	-0.74	829.0	82	16.9
4.50	139.2	-1.14	830.0	85	18.6
4.80	135.7	-1.63	830.0	86	21.1
4.90	138.8	-1.69	829.7	86	23.1
4.70	138.1	-1.75	829.9	86	23.9
4.50	142.9	-1.38	829.0	85	28.7
4.50	145.5	-0.99	829.0	84	31.0
4.40	152.7	-0.89	829.6	83	35.7
4.30	148.7	-0.30	829.0	83	33.1
4.40	144.7	-0.03	829.0	83	38.6
4.40	142.8	0.20	829.0	82	43.1
4.70	143.2	0.73	829.0	79	44.4
4.70	143.6	1.08	828.6	79	46.4
5.10	146.9	1.83	827.9	75	50.1
5.60	152.8	1.60	827.9	75	49.7
6.30	153.7	2.31	827.9	74	50.2
7.20	154.0	2.44	827.9	73	50.9
7.50	149.4	2.56	827.9	72	55.2
7.50	151.5	2.84	827.2	70	54.4
7.00	148.5	3.20	827.0	68	54.4
6.90	147.7	3.44	827.0	66	51.5
6.70	144.4	3.45	827.0	66	54.0
6.70	145.2	3.57	827.0	65	54.5
6.60	142.3	3.45	827.0	66	53.7
6.80	138.4	3.28	827.0	66	55.5
6.90	132.0	3.33	827.0	66	60.6
6.30	135.4	3.07	827.0	67	61.4
6.40	128.9	2.74	827.0	69	66.4
5.80	127.7	2.61	827.7	70	63.2
5.70	140.9	2.24	827.9	71	59.9
5.90	141.6	1.74	827.9	73	60.7
6.30	145.3	1.25	827.9	76	65.2
7.10	150.0	0.81	827.0	78	69.0
6.40	143.3	0.50	827.4	79	67.3
6.40	139.8	0.24	827.9	81	69.7
7.20	144.0	-0.14	827.9	83	71.5
7.90	143.4	-0.32	827.9	84	73.4
7.50	150.6	-0.49	827.9	85	71.6
6.50	151.3	-0.76	827.9	86	73.7
6.70	148.2	-0.86	827.9	86	77.8
6.90	160.8	-1.30	827.9	87	83.0
7.50	157.9	-1.44	827.9	88	79.8
6.80	159.7	-1.33	827.9	89	77.4
6.40	147.5	-1.36	827.9	90	76.9
6.80	156.1	-1.33	827.9	90	76.6
6.90	152.1	-1.34	829.0	91	78.4
6.80	148.5	-1.73	829.0	92	78.1
6.10	149.2	-2.29	829.0	95	84.7
6.10	157.6	-2.73	829.0	97	78.9
6.00	160.3	-2.61	829.0	98	67.7
7.40	155.0	-2.49	829.0	98	57.4
7.50	145.3	-2.39	829.0	98	49.5
7.00	147.5	-2.37	829.0	99	42.3
6.90	147.9	-2.40	830.0	99	39.5
7.40	146.2	-2.39	830.0	99	34.2
7.00	144.6	-2.39	830.0	99	32.7
6.40	148.9	-2.41	830.0	99	32.2
6.60	149.0	-2.41	830.0	99	32.1
7.00	134.6	-2.41	830.0	99	28.8
7.20	130.6	-2.42	830.0	99	29.0
7.00	114.7	-2.44	830.0	99	27.2
6.30	112.9	-2.46	829.2	99	25.5
6.50	114.7	-2.50	829.0	99	21.0
6.60	116.7	-2.53	829.0	99	14.2
7.00	130.4	-2.60	829.0	99	9.3
6.50	131.4	-2.62	829.0	99	6.5
6.50	136.1	-2.68	829.0	99	6.2
6.10	140.2	-2.76	829.0	99	5.4
5.90	147.9	-3.32	829.0	99	2.8
6.40	154.6	-4.06	829.0	98	2.0
6.30	150.0	-4.10	829.0	98	0.6
5.90	148.8	-3.89	829.0	97	0.2
5.90	163.8	-3.08	829.0	98	0.1
5.90	164.2	-3.05	829.0	98	0.3
5.90	153.5	-3.17	829.0	98	1.1
5.90	145.7	-3.09	829.0	98	0.7
5.70	137.7	-3.17	829.0	98	1.0
5.50	145.0	-3.13	829.0	98	1.3
5.30	158.6	-3.07	829.0	98	1.7
5.40	153.7	-3.12	829.0	98	1.8
5.50	145.1	-3.66	828.5	98	3.1
5.20	144.9	-4.40	827.9	94	3.3
5.50	147.9	-4.19	827.9	91	4.4
5.50	128.9	-4.16	827.9	86	4.6
5.50	129.5	-4.09	827.9	83	3.4
5.60	129.0	-3.76	828.4	80	2.7
5.50	123.1	-4.47	829.0	84	2.4
5.30	126.4	-4.55	829.0	80	3.8
5.00	120.2	-3.98	829.0	71	6.4
5.20	120.7	-4.09	829.0	71	9.0
5.00	170.0	-3.97	829.0	71	9.8
5.40	223.3	-4.16	829.0	69	15.5
5.00	214.4	-4.38	829.0	68	21.5
5.30	197.5	-4.85	829.0	65	29.4
5.80	161.3	-5.08	829.0	63	38.0
5.70	131.4	-5.44	829.6	62	43.8
5.50	115.5	-5.71	830.0	63	41.1
5.40	110.9	-5.91	830.0	65	33.0
5.00	99.8	-6.22	830.0	66	26.4
5.10	102.0	-6.31	830.6	67	20.9
5.10	69.8	-6.40	831.0	68	18.0
5.00	56.6	-6.51	831.0	69	16.7
4.70	63.7	-6.45	831.0	71	17.0
4.70	73.2	-6.53	830.6	72	14.5
4.80	74.5	-6.56	830.0	73	14.3
4.50	79.6	-6.61	830.0	76	18.4
4.30	83.3	-6.73	830.0	77	21.4
4.20	82.4	-6.70	830.0	78	22.9
4.30	88.0	-6.52	830.0	78	22.8
4.50	96.7	-6.36	830.0	78	21.2
4.30	95.3	-6.36	829.6	76	19.9
4.50	94.7	-6.37	829.7	75	20.5
4.30	94.8	-6.28	829.6	74	19.7
4.30	97.0	-6.24	829.0	74	18.1
4.60	96.2	-5.95	829.0	73	21.3
4.80	97.2	-5.95	829.0	72	27.9
4.70	95.9	-5.86	829.0	69	30.9
4.20	94.3	-5.81	829.0	68	31.5
3.60	93.2	-5.87	829.0	69	33.0
4.00	92.2	-5.85	829.3	70	33.7
4.50	87.5	-5.81	830.0	70	36.7
4.70	87.6	-5.85	830.0	71	33.2
4.30	91.7	-6.02	830.0	72	34.4
4.90	91.5	-6.02	830.0	75	37.1
5.70	95.7	-5.96	830.0	77	35.8
5.30	90.7	-5.92	830.0	75	33.7
4.90	86.6	-5.85	830.0	72	35.3
4.90	86.0	-5.80	830.0	70	40.1
4.90	86.2	-5.77	830.0	71	35.2
4.80	85.5	-5.48	830.0	68	29.0
4.70	88.6	-5.65	830.0	64	27.1
4.60	90.4	-5.73	830.0	63	32.8
4.30	93.4	-5.97	830.0	62	32.5
4.20	94.4	-6.17	830.7	62	31.6
4.30	87.3	-6.29	831.0	62	32.7
4.10	83.9	-6.29	831.0	62	39.0
4.10	83.2	-6.33	831.0	62	44.8
3.90	82.7	-6.39	831.0	63	52.3
3.90	80.8	-6.42	831.0	63	53.7
3.80	97.0	-6.43	831.0	63	52.6
3.90	108.1	-6.46	831.0	63	46.0
3.90	120.1	-6.51	831.0	64	42.3
3.90	125.4	-6.40	831.0	64	38.7
3.90	123.5	-6.48	831.0	64	40.3
4.20	121.0	-6.34	831.0	63	40.2
4.40	121.3	-6.31	831.0	63	34.9
4.40	123.9	-6.21	831.0	63	26.2
3.90	125.2	-6.06	831.0	62	23.3
3.80	129.9	-6.28	831.9	63	24.3
3.70	131.2	-6.35	832.0	64	21.3
3.50	130.1	-6.19	832.0	63	18.5
3.50	115.9	-6.28	832.0	63	20.8
3.40	111.9	-6.09	832.0	63	24.4
3.40	121.9	-6.00	831.6	63	26.4
3.40	125.5	-6.38	831.0	63	27.0
3.50	110.5	-6.73	831.0	64	26.2
3.70	105.4	-7.01	831.0	64	24.8
3.40	96.2	-7.44	831.0	66	22.2
3.40	105.3	-7.57	831.0	67	21.1
3.40	105.4	-7.65	831.0	68	20.2
3.50	99.2	-7.56	831.0	68	21.1
3.70	103.8	-7.53	831.0	64	20.4
3.60	106.4	-7.61	831.0	62	15.0
3.40	103.6	-7.36	831.0	58	11.3
3.30	114.0	-7.15	831.0	54	9.7
3.50	132.6	-7.07	831.0	53	7.9
3.10	132.0	-7.13	831.0	52	7.2
3.30	152.2	-7.06	831.0	51	8.3
3.10	167.5	-6.88	830.2	49	7.4
3.00	134.4	-7.09	830.0	50	7.1
3.10	121.8	-7.44	830.0	53	6.9
3.00	130.4	-7.31	830.0	56	4.2
2.80	139.7	-7.12	830.0	59	2.5
2.40	166.1	-7.10	830.0	60	2.0
2.20	148.7	-7.44	830.0	61	1.8
1.70	147.9	-7.46	830.0	62	2.2
1.20	148.7	-7.33	830.0	63	2.2
0.50	151.3	-7.27	830.0	64	2.9
0.60	151.0	-7.20	830.0	64	4.0
0.50	141.3	-7.22	830.0	63	4.3
0.40	118.6	-7.45	830.0	64	3.5
0.40	112.1	-7.45	830.0	64	2.9
0.40	102.2	-7.41	830.0	63	3.5
0.40	102.1	-7.19	830.0	63	3.5
0.40	108.5	-6.89	830.0	62	3.5
0.40	164.7	-6.91	830.0	63	2.7
0.40	174.2	-7.34	830.0	63	1.3
0.40	178.5	-8.19	830.6	66	1.0
0.40	202.7	-7.87	831.0	65	0.5
0.40	214.2	-7.76	831.0	65	1.0
0.40	203.5	-7.27	831.0	63	1.1
0.60	202.8	-6.88	831.0	63	1.0
1.40	199.8	-6.46	831.6	62	0.6
1.30	131.8	-6.15	832.0	62	0.3
2.20	158.9	-5.19	832.0	59	0.2
2.60	94.5	-5.06	831.4	58	0.4
3.20	94.0	-4.82	832.0	58	0.6
3.70	94.4	-4.60	832.0	58	0.7
3.40	96.2	-4.34	831.3	57	0.7
3.10	95.4	-4.32	831.0	56	1.4
3.10	99.0	-4.30	831.0	55	2.5
3.10	114.8	-4.10	831.0	55	3.1
3.20	65.1	-3.98	831.0	54	3.4
3.40	77.9	-3.85	830.3	53	3.4
3.80	102.7	-3.68	830.0	53	3.5
4.30	88.3	-3.37	830.0	51	4.1
5.60	114.2	-3.32	830.0	50	4.9
5.30	121.4	-3.24	829.3	49	5.3
4.50	125.7	-3.14	829.0	49	3.9
5.10	132.6	-3.01	829.0	48	3.5
6.20	126.7	-3.22	829.0	49	2.6
6.20	93.4	-3.06	829.0	49	2.3
6.10	95.7	-2.96	829.0	48	1.7
5.80	85.5	-2.98	829.0	48	1.3
5.80	76.9	-3.05	829.0	47	0.7
5.60	65.2	-3.11	829.0	48	0.2
5.10	59.6	-3.42	829.0	48	0.6
5.10	59.4	-3.38	829.0	49	0.4
4.60	61.3	-3.22	829.0	48	0.5
4.10	62.4	-3.18	829.0	48	1.4
4.80	63.0	-3.12	829.0	48	2.2
6.30	60.9	-3.42	829.6	49	2.5
5.80	70.3	-3.78	830.0	50	3.0
6.20	75.4	-4.19	830.0	52	3.0
7.40	75.4	-4.44	830.0	53	4.0
7.40	71.0	-4.58	830.0	53	4.1
6.10	76.0	-4.72	830.0	54	2.9
5.30	76.5	-4.73	830.0	53	1.1
